doi,title,container,year,authors,cited_by,issns,query_matched
10.1016/j.amc.2006.01.088,Micro-particle swarm optimizer for solving high dimensional optimization problems (μPSO for high dimensional optimization problems),Applied Mathematics and Computation,2006,"Huang, Tony; Mohan, Ananda Sanagavarapu",22,['0096-3003'],orbital mechanics optimization
10.1016/j.amc.2010.08.060,Parameter analysis based on stochastic model for differential evolution algorithm,Applied Mathematics and Computation,2010,"Wang, Ling; Huang, Fu-zhuo",22,['0096-3003'],differential evolution
10.1016/j.amc.2011.06.054,Almost periodic and pseudo-almost periodic solutions to fractional differential and integro-differential equations,Applied Mathematics and Computation,2011,"Cuevas, Claudio; Sepúlveda, Alex; Soto, Herme",22,['0096-3003'],differential evolution
10.1016/j.amc.2013.01.072,Optimizing the positive Lyapunov exponent in multi-scroll chaotic oscillators with differential evolution algorithm,Applied Mathematics and Computation,2013,"Carbajal-Gómez, V.H.; Tlelo-Cuautle, E.; Fernández, F.V.",22,['0096-3003'],differential evolution
10.1016/j.amc.2014.03.055,hABCDE: A hybrid evolutionary algorithm based on artificial bee colony algorithm and differential evolution,Applied Mathematics and Computation,2014,"Xiang, Wanli; Ma, Shoufeng; An, Meiqing",22,['0096-3003'],tidal force algorithm
10.1016/j.amc.2014.09.050,DEA decomposition of China’s environmental efficiency based on search algorithm,Applied Mathematics and Computation,2014,"Song, M.L.; Wang, S.H.",22,['0096-3003'],gravitational search
10.1016/j.amc.2015.06.025,Solving bi-level linear programming problem through hybrid of immune genetic algorithm and particle swarm optimization algorithm,Applied Mathematics and Computation,2015,"Kuo, R.J.; Lee, Y.H.; Zulvia, Ferani E.",22,['0096-3003'],tidal force algorithm
10.1016/j.amc.2021.126318,A deep transfer learning method based on stacked autoencoder for cross-domain fault diagnosis,Applied Mathematics and Computation,2021,"Deng, Ziwei; Wang, Zhuoyue; Tang, Zhaohui",22,['0096-3003'],opposition-based learning
10.1016/0096-3003(89)90040-4,Two-color fourier analysis of the multigrid method with red-black Gauss-Seidel smoothing,Applied Mathematics and Computation,1989,"Kuo, C.-C.Jay; C. Levy, Bernard",21,['0096-3003'],Levy flight optimization
10.1016/j.amc.2006.04.073,A simple feasible SQP algorithm for inequality constrained optimization,Applied Mathematics and Computation,2006,"Zhu, Zhibin",21,['0096-3003'],genetic algorithm optimization
10.1016/j.amc.2007.08.081,A hybrid genetic algorithm for a class of global optimization problems with box constraints,Applied Mathematics and Computation,2008,"Yuan, Quan; He, Zhiqing; Leng, Huinan",21,['0096-3003'],genetic algorithm optimization
10.1016/j.amc.2008.10.029,Markov type inequalities for fuzzy integrals,Applied Mathematics and Computation,2009,"Flores-Franulič, A.; Román-Flores, H.; Chalco-Cano, Y.",21,['0096-3003'],Markov chain optimization
10.1016/j.amc.2011.03.055,An improved particle swarm optimizer for parametric optimization of flexible satellite controller,Applied Mathematics and Computation,2011,"Hu, Di; Sarosh, Ali; Dong, Yun-Feng",21,['0096-3003'],grey wolf optimizer
10.1016/j.amc.2012.04.012,Faster rate of convergence on Srivastava–Gupta operators,Applied Mathematics and Computation,2012,"Deo, Naokant",21,['0096-3003'],convergence proof metaheuristic
10.1016/j.amc.2014.05.102,Boundedness solutions of the complex Lorenz chaotic system,Applied Mathematics and Computation,2014,"Zhang, Fuchen; Zhang, Guangyun",21,['0096-3003'],chaotic map metaheuristic
10.1016/j.amc.2013.11.075,Global synchronization of uncertain chaotic systems via discrete-time sliding mode control,Applied Mathematics and Computation,2014,"Pai, Ming-Chang",21,['0096-3003'],chaotic map metaheuristic
10.1016/j.amc.2015.02.088,Some properties of finite-time stable stochastic nonlinear systems,Applied Mathematics and Computation,2015,"Yin, J.; Ding, D.; Liu, Z.",21,['0096-3003'],hitting time stochastic search
10.1016/j.amc.2015.06.041,Cuckoo search algorithm based on frog leaping local search and chaos theory,Applied Mathematics and Computation,2015,"Liu, Xueying; Fu, Meiling",21,['0096-3003'],gravitational search
10.1016/j.amc.2017.06.036,Convergence conditions and numerical comparison of global optimization methods based on dimensionality reduction schemes,Applied Mathematics and Computation,2018,"Grishagin, Vladimir; Israfilov, Ruslan; Sergeyev, Yaroslav",21,['0096-3003'],global optimization convergence
10.1016/j.amc.2019.05.002,Comparing stochastic Lotka–Volterra predator-prey models,Applied Mathematics and Computation,2019,"Vadillo, Fernando",21,['0096-3003'],ergodicity stochastic optimization
10.1016/s0096-3003(03)00158-9,Optimal threshold probability in undiscounted Markov decision processes with a target set,Applied Mathematics and Computation,2004,"Ohtsubo, Yoshio",20,['0096-3003'],Markov chain optimization
10.1016/j.amc.2003.08.059,The decomposition method for solving (2+1)-dimensional Boussinesq equation and (3+1)-dimensional KP equation,Applied Mathematics and Computation,2004,"El-Sayed, Salah M.; Kaya, Doǧan",20,['0096-3003'],vis-viva equation
10.1016/j.amc.2004.06.097,Convergence of descent method without line search,Applied Mathematics and Computation,2005,"Shi, Zhen-Jun; Shen, Jie",20,['0096-3003'],gravitational search
10.1016/j.amc.2006.05.128,"Stochastic local search for the Feature Set problem, with applications to microarray data",Applied Mathematics and Computation,2006,"Albrecht, Andreas A.",20,['0096-3003'],hitting time stochastic search
10.1016/j.amc.2006.09.024,Application of a genetic algorithm to the fuel reload optimization for a research reactor,Applied Mathematics and Computation,2007,"Do, Binh Quang; Nguyen, Lan Phuoc",20,['0096-3003'],genetic algorithm optimization
10.1016/j.amc.2007.02.074,Finding global minimizer with one-parameter filled function on unconstrained global optimization,Applied Mathematics and Computation,2007,"Shang, You-lin; Pu, Ding-guo; Jiang, Ai-ping",20,['0096-3003'],global optimization convergence
10.1016/j.amc.2007.11.010,A special full-state hybrid projective synchronization in symmetrical chaotic systems,Applied Mathematics and Computation,2008,"Li, Rui-hong",20,['0096-3003'],hybrid metaheuristic
10.1016/j.amc.2008.10.049,Analytic N-solitary-wave solution of a variable-coefficient Gardner equation from fluid dynamics and plasma physics,Applied Mathematics and Computation,2009,"Xu, Xiao-Ge; Meng, Xiang-Hua; Gao, Yi-Tian",20,['0096-3003'],physics-inspired metaheuristic
10.1016/j.amc.2010.12.064,A hybrid shuffled complex evolution approach based on differential evolution for unconstrained optimization,Applied Mathematics and Computation,2011,"Mariani, Viviana Cocco; Justi Luvizotto, Luiz Guilherme; Guerra, Fábio Alessandro",20,['0096-3003'],differential evolution
10.1016/j.amc.2010.11.009,Automatic synthesis of chaotic attractors,Applied Mathematics and Computation,2011,"Sánchez-López, C.",20,['0096-3003'],chaotic map metaheuristic
10.1016/j.amc.2013.08.094,"A research on a comprehensive adaptive grey prediction model CAGM(1,N)",Applied Mathematics and Computation,2013,"Guo, Huan; Xiao, Xinping; Forrest, Jeffrey",20,['0096-3003'],grey wolf optimizer
10.1016/j.amc.2014.03.152,Bare-bones particle swarm optimization with disruption operator,Applied Mathematics and Computation,2014,"Liu, Hao; Ding, Guiyan; Wang, Bing",20,['0096-3003'],particle swarm optimization
10.1016/j.amc.2022.127811,Fixed/predefined-time lag synchronization of complex-valued BAM neural networks with stochastic perturbations,Applied Mathematics and Computation,2023,"Abdurahman, Abdujelil; Abudusaimaiti, Mairemunisa; Jiang, Haijun",20,['0096-3003'],hitting time stochastic search
10.1016/j.amc.2005.11.118,Method of bilaterally bounded to solution blasius equation using particle swarm optimization,Applied Mathematics and Computation,2006,"Lee, Zong-Yi",19,['0096-3003'],particle swarm optimization
10.1016/j.amc.2005.11.058,An intelligent genetic algorithm designed for global optimization of multi-minima functions,Applied Mathematics and Computation,2006,"Xing, Li-ning; Chen, Ying-wu; Cai, Huai-ping",19,['0096-3003'],genetic algorithm optimization
10.1016/j.amc.2005.05.038,Stochastic optimization using simulated annealing with hypothesis test,Applied Mathematics and Computation,2006,"Wang, Ling; Zhang, Liang",19,['0096-3003'],ergodicity stochastic optimization
10.1016/j.amc.2008.05.067,A novel ecological particle swarm optimization algorithm and its population dynamics analysis,Applied Mathematics and Computation,2008,"Kang, Qi; Wang, Lei; Wu, Qi-di",19,['0096-3003'],particle swarm optimization
10.1016/j.amc.2009.11.003,A hybrid convex variational model for image restoration,Applied Mathematics and Computation,2010,"Surya Prasath, V.B.; Singh, Arindama",19,['0096-3003'],hybrid metaheuristic
10.1016/j.amc.2010.10.039,Realization of the hybrid method for Mann iterations,Applied Mathematics and Computation,2010,"He, Songnian; Yang, Caiping; Duan, Peichao",19,['0096-3003'],hybrid metaheuristic
10.1016/j.amc.2014.10.091,Optimization deployment of wireless sensor networks based on culture–ant colony algorithm,Applied Mathematics and Computation,2015,"Sun, Xuemei; Zhang, Yiming; Ren, Xu",19,['0096-3003'],nature-inspired algorithm
10.1016/j.amc.2015.06.075,Finite-time stochastic input-to-state stability of switched stochastic nonlinear systems,Applied Mathematics and Computation,2015,"Zhao, Ping; Feng, Wei; Zhao, Yan",19,['0096-3003'],ergodicity stochastic optimization
10.1016/j.amc.2016.02.007,Novel fractional order particle swarm optimization,Applied Mathematics and Computation,2016,"Couceiro, Micael; Sivasundaram, Seenith",19,['0096-3003'],orbital mechanics optimization
10.1016/j.amc.2018.12.020,An instance-based learning recommendation algorithm of imbalance handling methods,Applied Mathematics and Computation,2019,"Zhang, Xueying; Li, Ruixian; Zhang, Bo",19,['0096-3003'],opposition-based learning
10.1016/j.amc.2008.06.045,A global optimization algorithm for linear fractional programming,Applied Mathematics and Computation,2008,"Wang, Chun-Feng; Shen, Pei-Ping",18,['0096-3003'],metaheuristic optimization algorithm
10.1016/j.amc.2007.05.061,Particle swarm optimization for SNP haplotype reconstruction problem,Applied Mathematics and Computation,2008,"Qian, Weiyi; Yang, Yingjie; Yang, Ningning",18,['0096-3003'],particle swarm optimization
10.1016/j.amc.2008.05.028,Hidden semi-Markov model for anomaly detection,Applied Mathematics and Computation,2008,"Tan, Xiaobin; Xi, Hongsheng",18,['0096-3003'],Markov chain optimization
10.1016/0096-3003(89)90014-3,Parallel search algorithms in global optimization,Applied Mathematics and Computation,1989,"Pardalos, P.M.",17,['0096-3003'],gravitational search
10.1016/0096-3003(94)00204-h,Impulsive control and optimization,Applied Mathematics and Computation,1995,"Liu, Xinzhi",17,['0096-3003'],orbital mechanics optimization
10.1016/s0096-3003(02)00263-1,Stock valuation along a Markov chain,Applied Mathematics and Computation,2003,"Ghezzi, Luca L.; Piccardi, Carlo",17,['0096-3003'],Markov chain optimization
10.1016/j.amc.2003.08.122,On the difference equation,Applied Mathematics and Computation,2004,"Çinar, Cengiz",17,['0096-3003'],vis-viva equation
10.1016/j.amc.2006.06.117,The virtual manufacturing model of the worsted yarn based on artificial neural networks and grey theory,Applied Mathematics and Computation,2007,"Yin, Xianggang; Yu, Weidong",17,['0096-3003'],grey wolf optimizer
10.1016/j.amc.2006.09.046,New exact solutions for the Konopelchenko–Dubrovsky equation using an extended Riccati equation rational expansion method and symbolic computation,Applied Mathematics and Computation,2007,"Song, Lina; Zhang, Hongqing",17,['0096-3003'],vis-viva equation
10.1016/j.amc.2008.04.047,N-soliton solutions for the combined KdV–CDG equation and the KdV–Lax equation,Applied Mathematics and Computation,2008,"Wazwaz, Abdul-Majid",17,['0096-3003'],vis-viva equation
10.1016/j.amc.2011.02.108,Bounding strategies for the hybrid flow shop scheduling problem,Applied Mathematics and Computation,2011,"Hidri, Lotfi; Haouari, Mohamed",17,['0096-3003'],hybrid metaheuristic
10.1016/j.amc.2010.11.025,Multiple periodic solutions in impulsive hybrid neural networks with delays,Applied Mathematics and Computation,2011,"Kaslik, Eva; Sivasundaram, Seenith",17,['0096-3003'],hybrid metaheuristic
10.1016/j.amc.2013.12.178,A bacterial gene recombination algorithm for solving constrained optimization problems,Applied Mathematics and Computation,2014,"Hsieh, Tsung-Jung",17,['0096-3003'],metaheuristic optimization algorithm
10.1016/j.amc.2016.05.004,Stochastic dissipativity and passivity analysis for discrete-time neural networks with probabilistic time-varying delays in the leakage term,Applied Mathematics and Computation,2016,"Nagamani, G.; Ramasamy, S.",17,['0096-3003'],hitting time stochastic search
10.1016/j.amc.2018.05.032,A novel medical decision support system based on fuzzy cognitive maps enhanced by intuitive and learning capabilities for modeling uncertainty,Applied Mathematics and Computation,2018,"Amirkhani, Abdollah; Papageorgiou, Elpiniki I.; Mosavi, Mohammad R.",17,['0096-3003'],opposition-based learning
10.1016/s0096-3003(01)00016-9,Fluid mechanics of the interface region between two porous layers,Applied Mathematics and Computation,2002,"Allan, F.M.; Hamdan, M.H.",16,['0096-3003'],orbital mechanics optimization
10.1016/j.amc.2004.06.068,Set differential equations versus fuzzy differential equations,Applied Mathematics and Computation,2005,"Laksmikantham, V.",16,['0096-3003'],differential evolution
